time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1684473806.27821231,0.02315435,1386,0.00024197,0.00000000,0,0.00000000,9495,9508,30,0.00051255
1684473806.37811542,0.02285982,1407,0.00033980,0.00000000,0,0.00000000,9508,9488,34,0.00038698
1684473806.47802782,0.02284184,1426,0.00125379,0.00000000,0,0.00000000,9488,9181,33,0.00039601
1684473806.57815218,0.01894647,1402,0.00018769,0.00000000,0,0.00000000,9181,9178,26,0.00053443
1684473806.67800474,0.02210421,1412,0.00126012,0.00000000,0,0.00000000,9178,8972,33,0.00037617
1684473806.77799273,0.02256679,1429,0.00028132,0.00000000,0,0.00000000,8972,8973,31,0.00053427
1684473806.87802792,0.02385596,1415,0.00022614,0.00000000,0,0.00000000,8973,9008,35,0.00056018
1684473806.97795463,0.01821968,1410,0.00027479,0.00000000,0,0.00000000,9008,9004,35,0.00053935
1684473807.07807159,0.01983909,1423,0.00031731,0.00000000,0,0.00000000,9004,9015,29,0.00043804
1684473807.17800856,0.01873888,1406,0.00063916,0.00000000,0,0.00000000,9015,9009,22,0.00045375
1684473807.27781487,0.02270428,1409,0.00026133,0.00000000,0,0.00000000,9009,9023,33,0.00063181
1684473807.37780094,0.02193326,1428,0.00023855,0.00000000,0,0.00000000,9023,9048,34,0.00038145
1684473807.47780895,0.01976497,1367,0.00028209,0.00000000,0,0.00000000,9048,9038,34,0.00039357
1684473807.57813406,0.01801447,1465,0.00019172,0.00000000,0,0.00000000,9038,9044,27,0.00047784
1684473807.67773771,0.02139025,1404,0.00024847,0.00000000,0,0.00000000,9044,9049,35,0.00052278
1684473807.77774191,0.02235124,1422,0.00030071,0.00000000,0,0.00000000,9049,9058,27,0.00054914
1684473807.87774420,0.02298525,1413,0.00037848,0.00000000,0,0.00000000,9058,9092,37,0.00044604
1684473807.97758174,0.01941806,1405,0.00039988,0.00000000,0,0.00000000,9092,9089,35,0.00038407
1684473808.07762074,0.02414182,1412,0.00014159,0.00000000,0,0.00000000,9089,9111,22,0.00052976
1684473808.17754364,0.02422400,1434,0.00042515,0.00000000,0,0.00000000,9111,9097,33,0.00049035
1684473808.27765512,0.02201873,1430,0.00015253,0.00000000,0,0.00000000,9097,9115,24,0.00083984
1684473808.37760997,0.02284491,1434,0.00031546,0.00000000,0,0.00000000,9115,9146,38,0.00040077
1684473808.47759295,0.02385903,1401,0.00021459,0.00000000,0,0.00000000,9146,9162,32,0.00052848
1684473808.57759595,0.02162800,1426,0.00031069,0.00000000,0,0.00000000,9162,9188,38,0.00038846
1684473808.67762017,0.02407131,1405,0.00043158,0.00000000,0,0.00000000,9188,9201,46,0.00054738
1684473808.77754784,0.01691074,1395,0.00015637,0.00000000,0,0.00000000,9201,9216,22,0.00045167
1684473808.87786555,0.01708467,1424,0.00020608,0.00000000,0,0.00000000,9216,9224,29,0.00053487
1684473808.97757602,0.01932718,1406,0.00015762,0.00000000,0,0.00000000,9224,9242,18,0.00041126
1684473809.07788420,0.02189214,1409,0.00016875,0.00000000,0,0.00000000,9242,9253,24,0.00066143
1684473809.17759609,0.01945559,1409,0.00020240,0.00000000,0,0.00000000,9253,9281,32,0.00038903
1684473809.27789354,0.01856527,1409,0.00021545,0.00000000,0,0.00000000,9281,9291,27,0.00039514
1684473809.37795067,0.01971522,1417,0.00022131,0.00000000,0,0.00000000,9291,9295,23,0.00052416
1684473809.47873330,0.02330624,1421,0.00028574,0.00000000,0,0.00000000,9295,9299,28,0.00054991
1684473809.57774639,0.02091878,1390,0.00021929,0.00000000,0,0.00000000,9299,9301,27,0.00037985
1684473809.67869663,0.01769648,1382,0.00023186,0.00000000,0,0.00000000,9301,9301,32,0.00065513
1684473809.77952647,0.01991877,1457,0.00032236,0.00000000,0,0.00000000,9301,9295,34,0.00047742
1684473809.87874436,0.02299798,1397,0.00026536,0.00000000,0,0.00000000,9295,9306,28,0.00059099
1684473809.97864318,0.01938156,1416,0.00024101,0.00000000,0,0.00000000,9306,9323,30,0.00063689
1684473810.07874560,0.01927225,1427,0.00017223,0.00000000,0,0.00000000,9323,9347,28,0.00045394
1684473810.17867804,0.01847243,1389,0.00019632,0.00000000,0,0.00000000,9347,9366,20,0.00038545
1684473810.27855921,0.02596189,1417,0.00015858,0.00000000,0,0.00000000,9366,9380,18,0.00055999
1684473810.37867141,0.01892679,1403,0.00016888,0.00000000,0,0.00000000,9380,9402,24,0.00039847
1684473810.47860146,0.01685748,1414,0.00022652,0.00000000,0,0.00000000,9402,9408,26,0.00044357
1684473810.57848167,0.02339814,1430,0.00021808,0.00000000,0,0.00000000,9408,9406,27,0.00045292
1684473810.67854309,0.01981567,1434,0.00016561,0.00000000,0,0.00000000,9406,9421,25,0.00054057
1684473810.77846622,0.01936774,1413,0.00024594,0.00000000,0,0.00000000,9421,9422,30,0.00038730
1684473810.87854958,0.02353391,1440,0.00028481,0.00000000,0,0.00000000,9422,9437,31,0.00037864
1684473810.97847962,0.01924026,1400,0.00026641,0.00000000,0,0.00000000,9437,9456,37,0.00054031
1684473811.07840610,0.01808557,1425,0.00019472,0.00000000,0,0.00000000,9456,9488,36,0.00046555
1684473811.17845464,0.02014228,1435,0.00027288,0.00000000,0,0.00000000,9488,9514,31,0.00052809
1684473811.27836561,0.01873421,1392,0.00015221,0.00000000,0,0.00000000,9514,9525,21,0.00046283
1684473811.37842679,0.01965754,1426,0.00034927,0.00000000,0,0.00000000,9525,9512,31,0.00039610
1684473811.47832727,0.02388804,1447,0.00023295,0.00000000,0,0.00000000,9512,9529,30,0.00049079
1684473811.57835746,0.02141408,1416,0.00027825,0.00000000,0,0.00000000,9529,9513,34,0.00050129
1684473811.67941308,0.02069027,1426,0.00019140,0.00000000,0,0.00000000,9513,9517,15,0.00046850
1684473811.77828383,0.01890522,1431,0.00025106,0.00000000,0,0.00000000,9517,9536,29,0.00040116
1684473811.87824106,0.02295386,1399,0.00025749,0.00000000,0,0.00000000,9536,9513,26,0.00052525
1684473811.97823381,0.02037008,1411,0.00039735,0.00000000,0,0.00000000,9513,9490,33,0.00060340
1684473812.07812166,0.02014554,1435,0.00023430,0.00000000,0,0.00000000,9490,9466,24,0.00047457
1684473812.17808008,0.01803177,1356,0.00025576,0.00000000,0,0.00000000,9466,9466,32,0.00053273
1684473812.27807736,0.02621231,1470,0.00036040,0.00000000,0,0.00000000,9466,9462,29,0.00049853
1684473812.37803912,0.01942756,1419,0.00019408,0.00000000,0,0.00000000,9462,9481,32,0.00053737
1684473812.47812247,0.02083691,1414,0.00016891,0.00000000,0,0.00000000,9481,9499,24,0.00056108
1684473812.57804656,0.02209556,1424,0.00034655,0.00000000,0,0.00000000,9499,9508,34,0.00039469
1684473812.67790914,0.01816680,1411,0.00019946,0.00000000,0,0.00000000,9508,9527,27,0.00149378
1684473812.77805495,0.02634004,1419,0.00029597,0.00000000,0,0.00000000,9527,9544,31,0.00051382
1684473812.87791491,0.01946563,1423,0.00040970,0.00000000,0,0.00000000,9544,9563,39,0.00044364
1684473812.97786665,0.03531995,1429,0.00036296,0.00000000,0,0.00000000,9563,9569,27,0.00037937
1684473813.07783055,0.01786781,1391,0.00024178,0.00000000,0,0.00000000,9569,9552,29,0.00074966
1684473813.17783737,0.02124114,1421,0.00031795,0.00000000,0,0.00000000,9552,9552,31,0.00063350
1684473813.27772093,0.02686695,1423,0.00184279,0.00000000,0,0.00000000,9552,9572,32,0.00040042
1684473813.37766290,0.01926901,1409,0.00019306,0.00000000,0,0.00000000,9572,9584,24,0.00055241
1684473813.47772837,0.01973431,1410,0.00018362,0.00000000,0,0.00000000,9584,9602,27,0.00038276
1684473813.57775211,0.02311406,1409,0.00037736,0.00000000,0,0.00000000,9602,9585,26,0.00044095
1684473813.67750883,0.02012574,1398,0.00036568,0.00000000,0,0.00000000,9585,9576,34,0.00037931
1684473813.77761126,0.02334660,1408,0.00023932,0.00000000,0,0.00000000,9576,9602,32,0.00039434
1684473813.87751746,0.01857400,1402,0.00020893,0.00000000,0,0.00000000,9602,9628,29,0.00039744
1684473813.97746563,0.02340661,1419,0.00031513,0.00000000,0,0.00000000,9628,9638,26,0.00044447
1684473814.07751179,0.02139738,1422,0.00030819,0.00000000,0,0.00000000,9638,9628,31,0.00039018
1684473814.17766523,0.02098618,1406,0.00027486,0.00000000,0,0.00000000,9628,9631,29,0.00037851
1684473814.27751780,0.02154914,1428,0.00046219,0.00000000,0,0.00000000,9631,9662,53,0.00046197
1684473814.37762904,0.02373928,1407,0.00046501,0.00000000,0,0.00000000,9662,9659,48,0.00038055
1684473814.47749162,0.02146724,1413,0.00046127,0.00000000,0,0.00000000,9659,9660,49,0.00057781
1684473814.57766938,0.02375908,1412,0.00049949,0.00000000,0,0.00000000,9660,9700,58,0.00050378
1684473814.67806435,0.01873539,1427,0.00027374,0.00000000,0,0.00000000,9700,9737,46,0.00038673
1684473814.77797008,0.02281399,1451,0.00039850,0.00000000,0,0.00000000,9737,9775,56,0.00089937
1684473814.87785292,0.02345930,1445,0.00040554,0.00000000,0,0.00000000,9775,9791,48,0.00043791
1684473814.97790813,0.02340149,1406,0.00037176,0.00000000,0,0.00000000,9791,9789,46,0.00049217
1684473815.07787871,0.02102386,1427,0.00039754,0.00000000,0,0.00000000,9789,9826,60,0.00037767
1684473815.17879534,0.02152150,1434,0.00057390,0.00000000,0,0.00000000,9826,9814,72,0.00055596
1684473815.27883124,0.02205708,1425,0.00067304,0.00000000,0,0.00000000,9814,9842,64,0.00049943
1684473815.37875724,0.02024167,1454,0.00064163,0.00000000,0,0.00000000,9842,9847,87,0.00051312
1684473815.47785282,0.01858007,1421,0.00045404,0.00000000,0,0.00000000,9847,9868,61,0.00040704
1684473815.57872605,0.02212282,1440,0.00144266,0.00000000,0,0.00000000,9868,9718,74,0.00060010
1684473815.67873406,0.02415419,1458,0.00052176,0.00000000,0,0.00000000,9718,9753,69,0.00044978
1684473815.77880597,0.02884547,1462,0.00068987,0.00000000,0,0.00000000,9753,9790,83,0.00044114
1684473815.87863731,0.02375517,1483,0.00060359,0.00000000,0,0.00000000,9790,9821,72,0.00038529
1684473815.97884822,0.03061426,1461,0.00063548,0.00000000,0,0.00000000,9821,9818,75,0.00040301
1684473816.07769394,0.01982215,1466,0.00054639,0.00000000,0,0.00000000,9818,9841,71,0.00058667
1684473816.17853284,0.01907521,1473,0.00059220,0.00000000,0,0.00000000,9841,9853,81,0.00049802
1684473816.27845669,0.02138128,1211,0.00067090,0.00000000,0,0.00000000,9853,9863,63,0.00052630
1684473816.37886095,0.02507678,1726,0.00060282,0.00000000,0,0.00000000,9863,9925,84,0.00047112
1684473816.47845149,0.02283392,1473,0.00057144,0.00000000,0,0.00000000,9925,9975,75,0.00055276
1684473816.57836151,0.02247688,1467,0.00065049,0.00000000,0,0.00000000,9975,9980,71,0.00039002
1684473816.67859602,0.01899633,1454,0.00052377,0.00000000,0,0.00000000,9980,9971,69,0.00046670
1684473816.77833509,0.02431129,1483,0.00069687,0.00000000,0,0.00000000,9971,10017,89,0.00089077
1684473816.87843752,0.01931555,1458,0.00079905,0.00000000,0,0.00000000,10017,10074,106,0.00044700
1684473816.97836590,0.02006022,1460,0.00076469,0.00000000,0,0.00000000,10074,10111,101,0.00048132
1684473817.07839990,0.01864763,1397,0.00064252,0.00000000,0,0.00000000,10111,10119,87,0.00079198
1684473817.17450428,0.02063297,1540,0.00089345,0.00000000,0,0.00000000,10119,10122,102,0.00048267
1684473817.27844024,0.02393092,1481,0.00073843,0.00000000,0,0.00000000,10122,10158,91,0.00040320
1684473817.37837696,0.02219565,1485,0.00066018,0.00000000,0,0.00000000,10158,10168,86,0.00042512
1684473817.47823524,0.02045187,1469,0.00053020,0.00000000,0,0.00000000,10168,10195,73,0.00053452
1684473817.57814550,0.02365824,1458,0.00067544,0.00000000,0,0.00000000,10195,10237,64,0.00042272
1684473817.67824244,0.01998114,1468,0.00044812,0.00000000,0,0.00000000,10237,10246,61,0.00050727
1684473817.77817559,0.02097133,1456,0.00079319,0.00000000,0,0.00000000,10246,10247,72,0.00053494
1684473817.87825918,0.02198829,1473,0.00056526,0.00000000,0,0.00000000,10247,10269,71,0.00038116
1684473817.97814989,0.02166334,1455,0.00048238,0.00000000,0,0.00000000,10269,10310,60,0.00039799
1684473818.07802391,0.02122552,1467,0.00061395,0.00000000,0,0.00000000,10310,10337,67,0.00044904
1684473818.18253160,0.02139056,1479,0.00037400,0.00000000,0,0.00000000,10337,10356,44,0.00040522
1684473818.27810740,0.02562681,1483,0.00047563,0.00000000,0,0.00000000,10356,10383,55,0.00039121
1684473818.37795210,0.02064720,1490,0.00081431,0.00000000,0,0.00000000,10383,10355,63,0.00049524
1684473818.47800350,0.01955020,1478,0.00064540,0.00000000,0,0.00000000,10355,10344,63,0.00038446
1684473818.57950091,0.02088703,1468,0.00057537,0.00000000,0,0.00000000,10344,10380,68,0.00039431
1684473818.67784619,0.02348876,1473,0.00044729,0.00000000,0,0.00000000,10380,10403,54,0.00067000
1684473818.77777576,0.01952563,1469,0.00031920,0.00000000,0,0.00000000,10403,10427,47,0.00038970
1684473818.87791419,0.02091058,1430,0.00042048,0.00000000,0,0.00000000,10427,10453,58,0.00039626
1684473818.98430490,0.01939111,1475,0.00048471,0.00000000,0,0.00000000,10453,10451,57,0.00037947
1684473819.07732558,0.02296188,1526,0.00048273,0.00000000,0,0.00000000,10451,10474,59,0.00055957
1684473819.17782760,0.02080136,1490,0.00034924,0.00000000,0,0.00000000,10474,10503,54,0.00038395
1684473819.27760983,0.02947017,1475,0.00100346,0.00000000,0,0.00000000,10503,10418,56,0.00037237
1684473819.37756085,0.01911200,1483,0.00055644,0.00000000,0,0.00000000,10418,10425,61,0.00037569
1684473819.47759724,0.02411870,1489,0.00111834,0.00000000,0,0.00000000,10425,10478,197,0.00052528
1684473819.57802463,0.02301191,1491,0.00204845,0.00000000,0,0.00000000,10478,10593,310,0.00046107
1684473819.67762709,0.01899143,1519,0.00185693,0.00000000,0,0.00000000,10593,10738,286,0.00038292
1684473819.77761507,0.02048972,1501,0.00203428,0.00000000,0,0.00000000,10738,10876,284,0.00037556
1684473819.87761259,0.02054243,1530,0.00189583,0.00000000,0,0.00000000,10876,11011,270,0.00039984
1684473819.97754264,0.01894319,1563,0.00163668,0.00000000,0,0.00000000,11011,11075,215,0.00046782
1684473820.07766795,0.01976933,1529,0.00221170,0.00000000,0,0.00000000,11075,11100,241,0.00044959
1684473820.17751217,0.01954549,1545,0.00147900,0.00000000,0,0.00000000,11100,11227,217,0.00046824
1684473820.27804279,0.02423460,1520,0.00214877,0.00000000,0,0.00000000,11227,11367,234,0.00048958
1684473820.37777138,0.01872306,1539,0.00144266,0.00000000,0,0.00000000,11367,11483,226,0.00044713
1684473820.47800803,0.02106189,1482,0.00144595,0.00000000,0,0.00000000,11483,11560,204,0.00038369
1684473820.57758808,0.02171039,1517,0.00216333,0.00000000,0,0.00000000,11560,11565,228,0.00041034
1684473820.67809653,0.01902898,1485,0.00156054,0.00000000,0,0.00000000,11565,11749,237,0.00038766
1684473820.77792549,0.02401793,1527,0.00165773,0.00000000,0,0.00000000,11749,11863,197,0.00051638
1684473820.87802529,0.02136109,1503,0.00193841,0.00000000,0,0.00000000,11700,11796,206,0.00040771
1684473820.97797489,0.02121816,1469,0.00157964,0.00000000,0,0.00000000,11796,11897,214,0.00055922
1684473821.07746768,0.01992461,1520,0.00145065,0.00000000,0,0.00000000,11897,12021,182,0.00038449
1684473821.17789841,0.01836919,1496,0.00115855,0.00000000,0,0.00000000,12021,12148,178,0.00050512
1684473821.27886415,0.02231097,1520,0.00176284,0.00000000,0,0.00000000,12148,12180,161,0.00047361
1684473821.37791467,0.02326664,1511,0.00136882,0.00000000,0,0.00000000,12180,12241,171,0.00040973
1684473821.47781229,0.02174801,1515,0.00126815,0.00000000,0,0.00000000,12241,12358,187,0.00045090
1684473821.57873106,0.01968008,1452,0.00097141,0.00000000,0,0.00000000,12358,12445,159,0.00038846
1684473821.67859650,0.01979399,1483,0.00135164,0.00000000,0,0.00000000,12445,12490,162,0.00067915
1684473821.77869296,0.01873445,1477,0.00116988,0.00000000,0,0.00000000,12490,12559,170,0.00049332
1684473821.87862778,0.02007429,1489,0.00127564,0.00000000,0,0.00000000,12559,12654,152,0.00048759
1684473821.97847342,0.01916539,1467,0.00106773,0.00000000,0,0.00000000,12654,12729,159,0.00041705
1684473822.07761121,0.01831858,1490,0.00093366,0.00000000,0,0.00000000,12729,12804,153,0.00037751
1684473822.17848635,0.01899549,1487,0.00134246,0.00000000,0,0.00000000,12804,12922,187,0.00045950
1684473822.27837086,0.02236516,1501,0.00127026,0.00000000,0,0.00000000,12922,13008,170,0.00039108
1684473822.37849832,0.01846196,1460,0.00096722,0.00000000,0,0.00000000,13008,13124,167,0.00044223
1684473822.47839332,0.02135472,1458,0.00181547,0.00000000,0,0.00000000,13124,13182,202,0.00039060
1684473822.57847166,0.02228023,1459,0.00157801,0.00000000,0,0.00000000,13182,13217,189,0.00056319
1684473822.67835426,0.02072090,1362,0.00131777,0.00000000,0,0.00000000,13217,13321,187,0.00039277
1684473822.78326678,0.02578183,1578,0.00229465,0.00000000,0,0.00000000,13321,13367,229,0.00044249
1684473822.87839222,0.02665791,1490,0.00192500,0.00000000,0,0.00000000,13367,13409,230,0.00037646
1684473822.97848082,0.02419723,1474,0.00144007,0.00000000,0,0.00000000,13409,13530,213,0.00059233
1684473823.08090234,0.02422836,1482,0.00139000,0.00000000,0,0.00000000,13530,13662,216,0.00050794
1684473823.17826152,0.02168707,1506,0.00169861,0.00000000,0,0.00000000,13662,13717,176,0.00042598
1684473823.27836251,0.02064800,1397,0.00188396,0.00000000,0,0.00000000,13717,13679,160,0.00038475
1684473823.38327003,0.02531730,1584,0.00153056,0.00000000,0,0.00000000,13679,13786,190,0.00047237
1684473823.47822785,0.02219101,1451,0.00107048,0.00000000,0,0.00000000,13786,13879,150,0.00038961
1684473823.57887626,0.02172923,1469,0.00135315,0.00000000,0,0.00000000,13879,13966,160,0.00048497
1684473823.67815042,0.02046712,1447,0.00110369,0.00000000,0,0.00000000,13966,14062,160,0.00037137
1684473823.77812409,0.01934770,1441,0.00127058,0.00000000,0,0.00000000,14062,14154,159,0.00057995
1684473823.87980676,0.01960029,1473,0.00166291,0.00000000,0,0.00000000,14154,14245,147,0.00042991
1684473823.97805405,0.02041111,1462,0.00158728,0.00000000,0,0.00000000,14021,14068,148,0.00052790
1684473824.07799387,0.01926132,1498,0.00138741,0.00000000,0,0.00000000,14068,14096,130,0.00038366
1684473824.17807007,0.01758415,1445,0.00143408,0.00000000,0,0.00000000,14096,14193,139,0.00042924
1684473824.27798176,0.01712883,1458,0.00087285,0.00000000,0,0.00000000,14193,14250,114,0.00042649
1684473824.37788653,0.02020477,1499,0.00102013,0.00000000,0,0.00000000,14250,14295,116,0.00051178
1684473824.47794604,0.02225076,1490,0.00085193,0.00000000,0,0.00000000,14295,14396,130,0.00039060
1684473824.57787490,0.02077273,1521,0.00103693,0.00000000,0,0.00000000,14396,14397,94,0.00044722
1684473824.67775273,0.02340944,1497,0.00105468,0.00000000,0,0.00000000,14397,14436,106,0.00040727
1684473824.77794337,0.02236151,1505,0.00092448,0.00000000,0,0.00000000,14436,14517,117,0.00052656
1684473824.87779379,0.02000314,1505,0.00086581,0.00000000,0,0.00000000,14517,14572,118,0.00038945
1684473824.97783732,0.02171630,1502,0.00096188,0.00000000,0,0.00000000,14572,14634,114,0.00043135
1684473825.07784438,0.02033817,1506,0.00097231,0.00000000,0,0.00000000,14634,14721,143,0.00041229
1684473825.17765880,0.02301635,1510,0.00112682,0.00000000,0,0.00000000,14721,14806,154,0.00052678
1684473825.27756095,0.02360010,1517,0.00107976,0.00000000,0,0.00000000,14806,14905,151,0.00039732
1684473825.37766790,0.02191551,1461,0.00105167,0.00000000,0,0.00000000,14905,14987,137,0.00049108
1684473825.47756004,0.02565847,1486,0.00128181,0.00000000,0,0.00000000,14987,14993,120,0.00039297
1684473825.57765627,0.02198313,1505,0.00096933,0.00000000,0,0.00000000,14993,15079,147,0.00038215
1684473825.67758346,0.01965298,1498,0.00082739,0.00000000,0,0.00000000,15079,15182,142,0.00037691
1684473825.77769709,0.02148447,1494,0.00097925,0.00000000,0,0.00000000,15182,15240,129,0.00047176
1684473825.87754488,0.02513943,1507,0.00087493,0.00000000,0,0.00000000,15240,15336,137,0.00038526
1684473825.97766852,0.02391885,1511,0.00124393,0.00000000,0,0.00000000,15336,15429,148,0.00043113
1684473826.07754660,0.02012467,1511,0.00108203,0.00000000,0,0.00000000,15429,15545,158,0.00054294
1684473826.17980552,0.02369105,1495,0.00132346,0.00000000,0,0.00000000,15545,15631,176,0.00060276
1684473826.27757168,0.02675365,1522,0.00183706,0.00000000,0,0.00000000,15631,15674,175,0.00042799
1684473826.37802911,0.02234648,1512,0.00137394,0.00000000,0,0.00000000,15674,15761,164,0.00055903
1684473826.47803092,0.01950489,1533,0.00150804,0.00000000,0,0.00000000,15761,15837,175,0.00047816
1684473826.57808471,0.02233154,1524,0.00101840,0.00000000,0,0.00000000,15837,15907,143,0.00053152
1684473826.67798471,0.02130309,1519,0.00128683,0.00000000,0,0.00000000,15907,15949,156,0.00037694
1684473826.77804756,0.02048731,1505,0.00110030,0.00000000,0,0.00000000,15949,16010,128,0.00042150
1684473826.87820840,0.02008647,1521,0.00146828,0.00000000,0,0.00000000,16010,16056,164,0.00040112
1684473826.97884583,0.02180971,1519,0.00192328,0.00000000,0,0.00000000,16056,16026,135,0.00058545
1684473827.07797790,0.02178678,1523,0.00355534,0.00000000,0,0.00000000,16026,16074,165,0.00037841
1684473827.17887521,0.01896624,1526,0.00109879,0.00000000,0,0.00000000,15059,15119,138,0.00049850
1684473827.27873588,0.01938330,1544,0.00119301,0.00000000,0,0.00000000,15119,15199,139,0.00039514
1684473827.37788606,0.02189532,1545,0.00119336,0.00000000,0,0.00000000,15199,15271,141,0.00039773
1684473827.47779179,0.02257095,1556,0.00125814,0.00000000,0,0.00000000,15271,15341,145,0.00037947
1684473827.57868934,0.01978010,1548,0.00143540,0.00000000,0,0.00000000,15341,15402,135,0.00040336
1684473827.67776322,0.02318125,1547,0.00152180,0.00000000,0,0.00000000,15402,15477,188,0.00042531
1684473827.77866268,0.02194135,1490,0.00160680,0.00000000,0,0.00000000,15477,15530,168,0.00042515
1684473827.87853479,0.02224375,1476,0.00123782,0.00000000,0,0.00000000,15530,15605,155,0.00045717
1684473827.97766185,0.02560316,1480,0.00156697,0.00000000,0,0.00000000,15605,15682,165,0.00041011
1684473828.07853484,0.02300265,1479,0.00153843,0.00000000,0,0.00000000,15682,15761,180,0.00046338
1684473828.17841220,0.02404118,1492,0.00117052,0.00000000,0,0.00000000,15761,15855,156,0.00038308
1684473828.27757835,0.02494935,1505,0.00177282,0.00000000,0,0.00000000,15855,15860,137,0.00038737
1684473828.37845874,0.02277504,1486,0.00110871,0.00000000,0,0.00000000,15860,15900,145,0.00041606
1684473828.47846031,0.02691507,1500,0.00135001,0.00000000,0,0.00000000,15900,15958,127,0.00038023
1684473828.57844853,0.02132285,1498,0.00137912,0.00000000,0,0.00000000,15958,15986,151,0.00047083
1684473828.67834926,0.02191787,1511,0.00115635,0.00000000,0,0.00000000,15986,16079,154,0.00039060
1684473828.77842259,0.02343877,1506,0.00136847,0.00000000,0,0.00000000,16079,16144,153,0.00040426
1684473828.87830782,0.02375807,1513,0.00114412,0.00000000,0,0.00000000,16144,16220,134,0.00049892
1684473828.97821140,0.02120359,1516,0.00090906,0.00000000,0,0.00000000,16220,16293,127,0.00041958
1684473829.07831264,0.01987562,1511,0.00094719,0.00000000,0,0.00000000,16293,16354,124,0.00042233
1684473829.17851400,0.02322774,1484,0.00081511,0.00000000,0,0.00000000,16354,16442,107,0.00047896
1684473829.27832580,0.02159502,1415,0.00165014,0.00000000,0,0.00000000,16442,16401,91,0.00039693
1684473829.37834144,0.01973909,1569,0.00084889,0.00000000,0,0.00000000,16401,16441,103,0.00043762
