time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1684473829.47841883,0.02110526,1409,0.00061677,0.00000000,0,0.00000000,16441,16487,71,0.00040755
1684473829.57958102,0.01936890,1574,0.00057518,0.00000000,0,0.00000000,16487,16537,83,0.00049277
1684473829.67811251,0.02397829,1485,0.00154240,0.00000000,0,0.00000000,16537,16496,89,0.00045650
1684473829.77978086,0.02250949,1466,0.00054892,0.00000000,0,0.00000000,16496,16528,72,0.00067621
1684473829.87853193,0.01893255,1465,0.00057291,0.00000000,0,0.00000000,16528,16562,75,0.00037157
1684473829.97800279,0.02131678,1479,0.00056930,0.00000000,0,0.00000000,16562,16611,68,0.00046235
1684473830.07808590,0.02151550,1498,0.00061715,0.00000000,0,0.00000000,16611,16681,88,0.00040707
1684473830.17799973,0.02357268,1463,0.00056795,0.00000000,0,0.00000000,16681,16728,72,0.00041338
1684473830.27795267,0.02204417,1530,0.00081632,0.00000000,0,0.00000000,16728,16773,73,0.00039517
1684473830.37799621,0.02183681,1511,0.00051798,0.00000000,0,0.00000000,16773,16817,73,0.00045915
1684473830.47792292,0.01969651,1507,0.00064876,0.00000000,0,0.00000000,16817,16847,75,0.00040858
1684473830.57780695,0.02443581,1506,0.00058347,0.00000000,0,0.00000000,16847,16876,60,0.00052320
1684473830.67789459,0.02008938,1496,0.00050426,0.00000000,0,0.00000000,16876,16896,56,0.00041949
1684473830.77783012,0.02202155,1493,0.00055084,0.00000000,0,0.00000000,16896,16923,65,0.00053209
1684473830.87769175,0.01999402,1515,0.00039214,0.00000000,0,0.00000000,16923,16971,58,0.00038817
1684473830.97778797,0.01984088,1477,0.00036907,0.00000000,0,0.00000000,16971,16993,42,0.00052294
1684473831.07773852,0.01964491,1492,0.00059514,0.00000000,0,0.00000000,16993,16998,68,0.00044684
1684473831.17763567,0.02616631,1489,0.00102208,0.00000000,0,0.00000000,16998,17035,61,0.00039757
1684473831.27767706,0.02147269,1488,0.00044386,0.00000000,0,0.00000000,17035,17076,54,0.00040407
1684473831.37761045,0.02034876,1483,0.00044831,0.00000000,0,0.00000000,17076,17137,69,0.00046053
1684473831.47751546,0.02144445,1476,0.00053075,0.00000000,0,0.00000000,17137,17148,50,0.00038523
1684473831.57757854,0.02006068,1491,0.00034309,0.00000000,0,0.00000000,17148,17182,49,0.00051869
1684473831.67766953,0.02193540,1477,0.00050621,0.00000000,0,0.00000000,17182,17218,52,0.00040807
1684473831.77760553,0.02873591,1475,0.00045266,0.00000000,0,0.00000000,17218,17253,54,0.00038350
1684473831.87817454,0.02165766,1423,0.00049060,0.00000000,0,0.00000000,17253,17277,63,0.00045218
1684473831.97908092,0.02236570,1505,0.00047761,0.00000000,0,0.00000000,17277,17309,53,0.00038890
1684473832.07750487,0.02027646,1473,0.00033379,0.00000000,0,0.00000000,17309,17341,48,0.00038273
1684473832.17803693,0.02252565,1463,0.00032969,0.00000000,0,0.00000000,17341,17374,43,0.00053062
1684473832.27812600,0.02061190,1469,0.00051168,0.00000000,0,0.00000000,17374,17400,48,0.00041082
1684473832.37806892,0.02494998,1481,0.00056002,0.00000000,0,0.00000000,17400,17384,51,0.00039917
1684473832.47795892,0.02339287,1470,0.00086325,0.00000000,0,0.00000000,17384,17417,53,0.00038113
1684473832.57802987,0.02261311,1472,0.00044770,0.00000000,0,0.00000000,17417,17433,56,0.00053100
1684473832.67801213,0.02162103,1470,0.00047502,0.00000000,0,0.00000000,17433,17473,53,0.00046162
1684473832.77869439,0.02171131,1489,0.00035803,0.00000000,0,0.00000000,17473,17484,42,0.00043372
1684473832.87900233,0.02171259,1470,0.00032767,0.00000000,0,0.00000000,17484,17510,37,0.00040186
1684473832.97888637,0.02144169,1456,0.00046856,0.00000000,0,0.00000000,17510,17536,50,0.00039892
1684473833.07794809,0.02016343,1490,0.00037713,0.00000000,0,0.00000000,17536,17559,44,0.00038359
1684473833.17891741,0.02504569,1495,0.00055013,0.00000000,0,0.00000000,17559,17580,56,0.00042169
1684473833.27879858,0.02153040,1481,0.00035599,0.00000000,0,0.00000000,17580,17617,38,0.00040995
1684473833.37783599,0.02202331,1495,0.00030896,0.00000000,0,0.00000000,17617,17629,37,0.00037790
1684473833.47881413,0.02536601,1490,0.00042799,0.00000000,0,0.00000000,17629,17640,43,0.00038638
1684473833.57784033,0.02313237,1464,0.00041328,0.00000000,0,0.00000000,17640,17664,45,0.00049911
1684473833.67774558,0.02573489,1474,0.00038241,0.00000000,0,0.00000000,17664,17678,39,0.00038535
1684473833.77868891,0.02090298,1470,0.00040762,0.00000000,0,0.00000000,17678,17702,46,0.00041821
1684473833.87858868,0.02405455,1484,0.00044850,0.00000000,0,0.00000000,17702,17727,48,0.00049447
1684473833.97762799,0.02531265,1497,0.00042540,0.00000000,0,0.00000000,17727,17724,43,0.00052963
1684473834.07861733,0.02860158,1467,0.00031322,0.00000000,0,0.00000000,17724,17752,36,0.00038551
1684473834.17853951,0.02176182,1483,0.00034543,0.00000000,0,0.00000000,17752,17777,44,0.00038913
1684473834.27756119,0.02210933,1487,0.00035599,0.00000000,0,0.00000000,17777,17809,39,0.00042364
1684473834.37854052,0.02241061,1470,0.00030611,0.00000000,0,0.00000000,17809,17816,40,0.00049623
1684473834.47845268,0.02273089,1471,0.00038906,0.00000000,0,0.00000000,17816,17833,39,0.00037777
1684473834.57848477,0.02513779,1472,0.00031872,0.00000000,0,0.00000000,17833,17850,37,0.00041008
1684473834.67842603,0.02049171,1482,0.00025042,0.00000000,0,0.00000000,17850,17865,30,0.00043321
1684473834.77955866,0.02149221,1487,0.00025218,0.00000000,0,0.00000000,17865,17875,31,0.00043094
1684473834.87836599,0.02049562,1474,0.00025707,0.00000000,0,0.00000000,17875,17899,34,0.00044217
1684473834.97850394,0.02376711,1492,0.00075407,0.00000000,0,0.00000000,17899,17836,34,0.00042416
1684473835.07840300,0.02241528,1474,0.00018599,0.00000000,0,0.00000000,17836,17855,27,0.00038475
1684473835.17831016,0.02352565,1474,0.00034089,0.00000000,0,0.00000000,17855,17847,32,0.00042803
1684473835.27838254,0.02628051,1478,0.00027659,0.00000000,0,0.00000000,17847,17868,30,0.00046373
1684473835.37849402,0.02248527,1459,0.00020688,0.00000000,0,0.00000000,17868,17888,23,0.00039143
1684473835.47834492,0.02225053,1461,0.00024504,0.00000000,0,0.00000000,17888,17911,30,0.00050442
1684473835.57818651,0.02017770,1474,0.00026564,0.00000000,0,0.00000000,17911,17921,31,0.00052118
1684473835.67819834,0.02210280,1450,0.00020304,0.00000000,0,0.00000000,17921,17931,20,0.00052115
1684473835.77835488,0.02516399,1450,0.00015090,0.00000000,0,0.00000000,17931,17941,18,0.00055877
1684473835.87827682,0.01946915,1416,0.00023868,0.00000000,0,0.00000000,17941,17945,24,0.00039876
1684473835.97804618,0.02112867,1495,0.00025701,0.00000000,0,0.00000000,17945,17963,27,0.00041501
1684473836.07813072,0.02322402,1443,0.00051219,0.00000000,0,0.00000000,17963,17932,28,0.00039812
1684473836.17958784,0.02168434,1440,0.00017994,0.00000000,0,0.00000000,17932,17950,24,0.00057924
1684473836.27799416,0.02445909,1452,0.00032108,0.00000000,0,0.00000000,17950,17964,22,0.00037643
1684473836.37809277,0.02206351,1421,0.00025375,0.00000000,0,0.00000000,17964,17974,19,0.00045493
1684473836.47814870,0.02004593,1428,0.00022438,0.00000000,0,0.00000000,17974,17988,29,0.00042540
1684473836.57853150,0.02158034,1435,0.00017569,0.00000000,0,0.00000000,17988,17991,19,0.00042742
1684473836.67794847,0.02210760,1430,0.00013029,0.00000000,0,0.00000000,17991,18008,18,0.00052582
1684473836.77792501,0.02193187,1437,0.00013692,0.00000000,0,0.00000000,18008,18010,13,0.00038318
1684473836.87798500,0.02063103,1404,0.00015323,0.00000000,0,0.00000000,18010,18018,14,0.00047083
1684473836.97787237,0.01981266,1402,0.00022732,0.00000000,0,0.00000000,18018,18031,17,0.00047201
1684473837.07776237,0.02601413,1405,0.00015419,0.00000000,0,0.00000000,18031,18041,19,0.00049585
1684473837.17771220,0.02213431,1408,0.00013273,0.00000000,0,0.00000000,18041,18059,18,0.00045458
1684473837.27792692,0.02412540,1383,0.00011737,0.00000000,0,0.00000000,18059,18069,13,0.00043602
1684473837.37771320,0.02429776,1389,0.00016197,0.00000000,0,0.00000000,18069,18073,14,0.00040589
1684473837.47778273,0.02430797,1395,0.00020346,0.00000000,0,0.00000000,18073,18092,20,0.00050186
1684473837.57764673,0.02105826,1429,0.00012428,0.00000000,0,0.00000000,18092,18104,13,0.00041280
1684473837.67758775,0.02040841,1387,0.00016731,0.00000000,0,0.00000000,18104,18118,17,0.00040599
1684473837.77769685,0.01876678,1404,0.00011193,0.00000000,0,0.00000000,18118,18126,15,0.00039165
1684473837.87757564,0.02040595,1412,0.00012329,0.00000000,0,0.00000000,18126,18138,16,0.00058785
1684473837.99362922,0.02270178,1390,0.00020720,0.00000000,0,0.00000000,18138,18153,23,0.00040557
1684473838.07870626,0.02379161,1404,0.00030061,0.00000000,0,0.00000000,18153,18155,25,0.00040279
1684473838.17805767,0.02174195,1410,0.00015746,0.00000000,0,0.00000000,18155,18164,20,0.00037947
1684473838.27812767,0.02373003,1430,0.00015269,0.00000000,0,0.00000000,18164,18161,12,0.00039012
1684473838.37747598,0.02379267,1383,0.00015954,0.00000000,0,0.00000000,18161,18181,21,0.00043436
1684473838.47760534,0.02124373,1419,0.00015259,0.00000000,0,0.00000000,18181,18191,14,0.00047396
1684473838.58002353,0.02110154,1434,0.00009466,0.00000000,0,0.00000000,18191,18204,13,0.00044252
1684473838.67759395,0.02286109,1397,0.00018708,0.00000000,0,0.00000000,18204,18218,17,0.00057819
1684473838.77794743,0.01963268,1407,0.00013849,0.00000000,0,0.00000000,18218,18227,16,0.00052131
1684473838.87781763,0.02424501,1437,0.00013158,0.00000000,0,0.00000000,18227,18241,16,0.00038574
1684473838.97755218,0.02271365,1404,0.00009731,0.00000000,0,0.00000000,18241,18242,6,0.00053593
1684473839.07765603,0.02637337,1443,0.00025378,0.00000000,0,0.00000000,18242,18236,19,0.00040819
1684473839.17882562,0.02086363,1412,0.00016734,0.00000000,0,0.00000000,18236,18256,26,0.00038407
1684473839.27874970,0.02143820,1418,0.00023586,0.00000000,0,0.00000000,18256,18264,18,0.00042918
1684473839.37784123,0.02053208,1401,0.00018567,0.00000000,0,0.00000000,18264,18251,18,0.00038046
1684473839.47764945,0.02544678,1419,0.00018481,0.00000000,0,0.00000000,18251,18262,15,0.00040100
1684473839.57864475,0.02029414,1435,0.00012649,0.00000000,0,0.00000000,18262,18270,15,0.00044895
1684473839.67914796,0.02391270,1396,0.00008212,0.00000000,0,0.00000000,18270,18273,8,0.00057249
1684473839.77863479,0.02014456,1398,0.00020272,0.00000000,0,0.00000000,18273,18273,21,0.00042374
1684473839.87966466,0.02629919,1454,0.00016321,0.00000000,0,0.00000000,18273,18271,10,0.00043753
1684473839.97862792,0.01925910,1402,0.00008209,0.00000000,0,0.00000000,18271,18280,10,0.00041789
1684473840.07849526,0.02096804,1426,0.00011040,0.00000000,0,0.00000000,18280,18291,15,0.00059511
1684473840.17863202,0.01884624,1438,0.00007099,0.00000000,0,0.00000000,18291,18300,11,0.00041014
1684473840.27850389,0.02133203,1398,0.00023343,0.00000000,0,0.00000000,18300,18282,18,0.00050413
1684473840.37859082,0.02093260,1408,0.00015928,0.00000000,0,0.00000000,18282,18300,21,0.00037499
1684473840.47930241,0.02146091,1416,0.00010854,0.00000000,0,0.00000000,18300,18305,11,0.00040474
1684473840.57841325,0.02124101,1397,0.00006532,0.00000000,0,0.00000000,18305,18307,7,0.00041110
1684473840.67833662,0.02474616,1426,0.00030858,0.00000000,0,0.00000000,18307,18318,24,0.00044217
1684473840.77841997,0.02192419,1432,0.00009056,0.00000000,0,0.00000000,18318,18325,10,0.00038788
1684473840.87844634,0.01935536,1339,0.00006584,0.00000000,0,0.00000000,18325,18330,7,0.00042972
1684473840.98104739,0.02007651,1472,0.00010278,0.00000000,0,0.00000000,18330,18339,10,0.00057134
1684473841.07830095,0.02502752,1423,0.00030160,0.00000000,0,0.00000000,18339,18341,18,0.00046114
1684473841.17881799,0.01986711,1405,0.00015387,0.00000000,0,0.00000000,18341,18347,16,0.00037969
1684473841.27827573,0.02160541,1421,0.00017358,0.00000000,0,0.00000000,18347,18357,17,0.00043302
1684473841.37819457,0.02228351,1406,0.00009232,0.00000000,0,0.00000000,18357,18366,10,0.00042252
1684473841.47806239,0.02279541,1419,0.00005841,0.00000000,0,0.00000000,18366,18372,7,0.00046546
1684473841.57826042,0.02160106,1436,0.00015531,0.00000000,0,0.00000000,18372,18365,8,0.00040781
1684473841.67809010,0.02244483,1429,0.00011859,0.00000000,0,0.00000000,18365,18364,9,0.00040579
1684473841.77816200,0.02066577,1404,0.00005550,0.00000000,0,0.00000000,18364,18366,7,0.00079159
1684473841.87806797,0.02432095,1440,0.00015813,0.00000000,0,0.00000000,18366,18374,13,0.00040039
1684473841.97808766,0.02050246,1390,0.00015486,0.00000000,0,0.00000000,18374,18387,16,0.00042112
1684473842.07808685,0.01990792,1419,0.00006558,0.00000000,0,0.00000000,18387,18393,8,0.00047086
1684473842.17803264,0.01981278,1381,0.00023193,0.00000000,0,0.00000000,18393,18404,16,0.00050458
1684473842.27957940,0.02278792,1477,0.00018561,0.00000000,0,0.00000000,18404,18415,16,0.00050650
1684473842.37797832,0.02003291,1420,0.00011840,0.00000000,0,0.00000000,18415,18419,10,0.00049095
1684473842.47787237,0.02831120,1442,0.00012287,0.00000000,0,0.00000000,18419,18431,13,0.00040141
1684473842.57778740,0.01932958,1411,0.00010429,0.00000000,0,0.00000000,18431,18444,14,0.00036923
1684473842.67785835,0.02005524,1418,0.00009971,0.00000000,0,0.00000000,18444,18452,9,0.00061642
1684473842.77781320,0.02229051,1421,0.00008340,0.00000000,0,0.00000000,18452,18461,10,0.00039319
1684473842.87785530,0.02049574,1392,0.00012041,0.00000000,0,0.00000000,18461,18469,11,0.00053315
1684473842.97779584,0.02233267,1433,0.00013042,0.00000000,0,0.00000000,18469,18478,12,0.00038068
1684473843.07766390,0.01878047,1416,0.00011936,0.00000000,0,0.00000000,18478,18477,12,0.00040074
1684473843.17760086,0.02471369,1420,0.00018209,0.00000000,0,0.00000000,18477,18484,16,0.00052944
1684473843.27769804,0.02283329,1423,0.00017962,0.00000000,0,0.00000000,18484,18460,9,0.00043062
1684473843.37755752,0.02099629,1419,0.00018340,0.00000000,0,0.00000000,18460,18465,15,0.00044021
1684473843.47770905,0.02105218,1412,0.00015595,0.00000000,0,0.00000000,18465,18460,10,0.00046392
1684473843.57756639,0.02209681,1437,0.00014328,0.00000000,0,0.00000000,18460,18442,9,0.00048817
1684473843.67765093,0.01974516,1394,0.00015797,0.00000000,0,0.00000000,18442,18443,14,0.00039354
1684473843.77759695,0.02016189,1420,0.00017467,0.00000000,0,0.00000000,18443,18451,12,0.00047259
1684473843.87745285,0.02384596,1441,0.00013189,0.00000000,0,0.00000000,18451,18458,17,0.00052332
1684473843.97757769,0.02020130,1388,0.00019885,0.00000000,0,0.00000000,18458,18469,16,0.00038657
1684473844.07820964,0.02134971,1445,0.00007527,0.00000000,0,0.00000000,18469,18478,10,0.00045845
1684473844.17755699,0.02146197,1445,0.00012972,0.00000000,0,0.00000000,18478,18493,16,0.00039895
1684473844.27800131,0.02005133,1406,0.00005880,0.00000000,0,0.00000000,18493,18500,7,0.00051811
1684473844.37970901,0.02075332,1401,0.00010202,0.00000000,0,0.00000000,18500,18512,13,0.00041133
1684473844.47804737,0.02080467,1407,0.00004651,0.00000000,0,0.00000000,18512,18517,7,0.00038106
1684473844.57788396,0.02185033,1424,0.00009514,0.00000000,0,0.00000000,18517,18529,12,0.00038091
1684473844.67793822,0.02138254,1409,0.00009613,0.00000000,0,0.00000000,18529,18533,9,0.00038423
1684473844.77787971,0.02163225,1426,0.00019517,0.00000000,0,0.00000000,18533,18541,20,0.00058091
1684473844.87882495,0.01922119,1351,0.00006491,0.00000000,0,0.00000000,18541,18549,9,0.00044214
1684473844.97690105,0.02132578,1479,0.00012233,0.00000000,0,0.00000000,18549,18557,14,0.00040595
1684473845.07903695,0.02502240,1407,0.00012911,0.00000000,0,0.00000000,18557,18561,13,0.00040695
1684473845.17872453,0.02105019,1394,0.00015803,0.00000000,0,0.00000000,18561,18566,17,0.00045071
1684473845.27778816,0.02320651,1428,0.00017233,0.00000000,0,0.00000000,18566,18579,18,0.00038094
1684473845.37885070,0.02348441,1402,0.00007611,0.00000000,0,0.00000000,18579,18588,9,0.00040938
1684473845.47861814,0.02308847,1428,0.00012489,0.00000000,0,0.00000000,18588,18600,12,0.00065157
1684473845.57869720,0.02027104,1426,0.00028589,0.00000000,0,0.00000000,18600,18574,20,0.00048586
1684473845.67861199,0.02101622,1411,0.00011996,0.00000000,0,0.00000000,18574,18577,11,0.00055106
1684473845.77851868,0.02324442,1429,0.00017252,0.00000000,0,0.00000000,18577,18583,20,0.00047188
1684473845.87869859,0.02307091,1410,0.00013493,0.00000000,0,0.00000000,18583,18597,15,0.00041590
1684473845.97854900,0.02588235,1397,0.00020125,0.00000000,0,0.00000000,18597,18613,19,0.00043442
1684473846.07842612,0.01925721,1414,0.00015096,0.00000000,0,0.00000000,18613,18614,18,0.00042080
1684473846.17855310,0.02163404,1420,0.00008852,0.00000000,0,0.00000000,18614,18623,9,0.00066021
1684473846.27842259,0.01862931,1396,0.00006510,0.00000000,0,0.00000000,18623,18630,8,0.00050762
1684473846.37830400,0.02767213,1445,0.00017521,0.00000000,0,0.00000000,18630,18642,20,0.00038791
1684473846.47849202,0.02061880,1423,0.00014754,0.00000000,0,0.00000000,18642,18652,15,0.00040157
1684473846.57853341,0.02868007,1419,0.00013461,0.00000000,0,0.00000000,18652,18662,15,0.00057320
1684473846.67845011,0.02677830,1428,0.00019885,0.00000000,0,0.00000000,18662,18664,16,0.00039079
1684473846.77850342,0.02209802,1381,0.00010192,0.00000000,0,0.00000000,18664,18669,10,0.00220268
1684473846.87838840,0.02323713,1421,0.00012364,0.00000000,0,0.00000000,18669,18681,16,0.00040391
1684473846.97855496,0.03002609,1411,0.00014693,0.00000000,0,0.00000000,18681,18684,13,0.00041094
1684473847.07842398,0.02221946,1417,0.00008653,0.00000000,0,0.00000000,18684,18690,11,0.00052412
1684473847.17829967,0.02114802,1413,0.00010953,0.00000000,0,0.00000000,18690,18697,11,0.00038644
1684473847.27950525,0.02221575,1390,0.00010317,0.00000000,0,0.00000000,18697,18699,9,0.00054028
1684473847.37828779,0.01847106,1264,0.00012623,0.00000000,0,0.00000000,18699,18710,15,0.00039021
1684473847.48099256,0.02160419,1495,0.00010656,0.00000000,0,0.00000000,18710,18713,11,0.00044834
1684473847.57761765,0.02419001,1484,0.00009978,0.00000000,0,0.00000000,18713,18723,11,0.00038449
1684473847.67821765,0.02259892,1424,0.00012434,0.00000000,0,0.00000000,18723,18715,6,0.00047902
1684473847.77811313,0.02057738,1416,0.00019907,0.00000000,0,0.00000000,18715,18712,18,0.00035154
1684473847.87796402,0.02452405,1412,0.00007486,0.00000000,0,0.00000000,18712,18714,6,0.00069383
1684473847.97809863,0.02113631,1428,0.00007271,0.00000000,0,0.00000000,18714,18721,8,0.00049479
1684473848.07799029,0.02051336,1405,0.00017594,0.00000000,0,0.00000000,18721,18710,10,0.00054764
1684473848.17789817,0.01865471,1415,0.00007073,0.00000000,0,0.00000000,18710,18713,7,0.00038203
1684473848.27800250,0.02035357,1423,0.00008532,0.00000000,0,0.00000000,18713,18716,8,0.00045960
1684473848.37787056,0.02099043,1403,0.00007083,0.00000000,0,0.00000000,18716,18720,7,0.00038126
1684473848.47779894,0.02390626,1415,0.00012978,0.00000000,0,0.00000000,18720,18727,15,0.00040791
1684473848.57790780,0.02192438,1433,0.00006996,0.00000000,0,0.00000000,18727,18736,9,0.00039130
1684473848.67800570,0.02250862,1382,0.00014072,0.00000000,0,0.00000000,18736,18741,15,0.00038324
1684473848.77769470,0.02464110,1415,0.00005122,0.00000000,0,0.00000000,18741,18743,4,0.00037924
1684473848.87780190,0.02085377,1428,0.00005099,0.00000000,0,0.00000000,18743,18747,6,0.00054127
1684473848.97770953,0.01964918,1351,0.00006212,0.00000000,0,0.00000000,18747,18748,7,0.00041635
1684473849.07998633,0.02251361,1474,0.00013676,0.00000000,0,0.00000000,18748,18749,13,0.00054793
1684473849.17768669,0.02634125,1435,0.00008791,0.00000000,0,0.00000000,18749,18753,10,0.00054354
1684473849.27910733,0.02114110,1399,0.00024613,0.00000000,0,0.00000000,18753,18726,8,0.00056507
1684473849.37749457,0.02156996,1437,0.00010675,0.00000000,0,0.00000000,18726,18739,14,0.00036536
1684473849.47760582,0.02369756,1395,0.00005742,0.00000000,0,0.00000000,18739,18744,6,0.00051878
1684473849.57933712,0.02217051,1427,0.00010918,0.00000000,0,0.00000000,18744,18752,14,0.00042214
1684473849.67758036,0.02162710,1452,0.00015298,0.00000000,0,0.00000000,18752,18763,16,0.00040896
1684473849.77774429,0.02048352,1420,0.00008148,0.00000000,0,0.00000000,18763,18772,9,0.00038234
1684473849.87760353,0.02103080,1428,0.00011785,0.00000000,0,0.00000000,18772,18782,14,0.00042371
1684473849.97749639,0.02495816,1452,0.00004408,0.00000000,0,0.00000000,18782,18786,5,0.00057950
1684473850.07759953,0.02127815,1421,0.00012086,0.00000000,0,0.00000000,18786,18782,10,0.00040659
1684473850.17810869,0.02312346,1425,0.00008394,0.00000000,0,0.00000000,18782,18789,10,0.00053311
1684473850.27796388,0.02605666,1444,0.00009507,0.00000000,0,0.00000000,18789,18792,8,0.00046808
1684473850.37808657,0.02502441,1413,0.00008733,0.00000000,0,0.00000000,18792,18799,8,0.00059060
1684473850.47797990,0.02105172,1424,0.00015262,0.00000000,0,0.00000000,18799,18802,13,0.00041379
1684473850.57807517,0.02111007,1440,0.00012003,0.00000000,0,0.00000000,18802,18809,12,0.00041664
1684473850.67797208,0.02308987,1408,0.00017908,0.00000000,0,0.00000000,18809,18806,14,0.00038110
1684473850.77891231,0.02280500,1422,0.00008161,0.00000000,0,0.00000000,18806,18809,9,0.00038769
1684473850.87795377,0.02263082,1440,0.00011724,0.00000000,0,0.00000000,18809,18815,13,0.00039402
1684473850.97888875,0.02554719,1404,0.00009172,0.00000000,0,0.00000000,18815,18821,8,0.00043558
1684473851.07876849,0.02060453,1418,0.00011497,0.00000000,0,0.00000000,18821,18821,12,0.00043158
1684473851.17789531,0.02315638,1442,0.00012153,0.00000000,0,0.00000000,18821,18822,11,0.00045592
1684473851.27876019,0.02303082,1396,0.00006967,0.00000000,0,0.00000000,18822,18829,9,0.00038820
1684473851.37866163,0.02188132,1411,0.00015531,0.00000000,0,0.00000000,18829,18823,16,0.00042342
1684473851.47779155,0.01993824,1413,0.00005934,0.00000000,0,0.00000000,18823,18821,6,0.00038241
1684473851.57869124,0.02281629,1405,0.00008333,0.00000000,0,0.00000000,18821,18821,8,0.00046283
1684473851.67854023,0.02324128,1415,0.00013538,0.00000000,0,0.00000000,18821,18823,13,0.00041897
1684473851.77766466,0.02131257,1413,0.00012489,0.00000000,0,0.00000000,18823,18835,16,0.00039354
1684473851.87845874,0.02141766,1412,0.00008493,0.00000000,0,0.00000000,18835,18846,12,0.00041136
1684473851.97843027,0.02570727,1412,0.00009306,0.00000000,0,0.00000000,18846,18856,10,0.00038577
1684473852.07760382,0.01996944,1405,0.00012182,0.00000000,0,0.00000000,18856,18861,15,0.00050000
1684473852.17961287,0.02549469,1412,0.00012227,0.00000000,0,0.00000000,18861,18866,11,0.00039127
1684473852.28190160,0.01985440,1381,0.00016878,0.00000000,0,0.00000000,18866,18872,15,0.00039453
1684473852.38191319,0.02029561,1476,0.00013337,0.00000000,0,0.00000000,18872,18880,14,0.00050320
1684473852.47855854,0.02014970,1394,0.00012726,0.00000000,0,0.00000000,18880,18879,11,0.00037550
1684473852.57922816,0.02104468,1418,0.00009699,0.00000000,0,0.00000000,18879,18878,9,0.00044479
1684473852.67831969,0.02250369,1416,0.00014220,0.00000000,0,0.00000000,18878,18876,13,0.00044255
